id_student,code_module,code_presentation,risk_prob,flagged,top3_reasons,archetype_at_w6,alert_tier,recommended_action
627651,FFF,2014B,0.951,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
697514,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
697319,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
697298,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
697148,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
691040,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
690843,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
690181,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
690118,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
678005,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
677828,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
677782,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
623710,AAA,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
675450,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
646077,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
645793,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
624593,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
688615,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
688213,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
688128,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
2437062,BBB,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
687369,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
626296,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
626840,BBB,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
466430,EEE,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
678088,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
677323,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
657211,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
657184,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
657118,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
656622,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
567922,AAA,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
1469279,AAA,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
369908,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
367807,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
513997,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
582340,EEE,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
686003,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
685033,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
688849,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
688656,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
697065,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
625774,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
697868,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
627094,BBB,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
678090,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
644453,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
643278,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
651639,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
651473,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
2365101,AAA,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
654677,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
654671,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
654620,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
654432,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
684712,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
2512349,BBB,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
681695,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
2552149,BBB,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
2421428,BBB,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
2417841,BBB,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
2353787,BBB,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
623786,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
623619,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
556450,EEE,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
626597,BBB,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
625511,BBB,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
572659,EEE,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
567926,EEE,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
698025,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
622398,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
622015,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
621696,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
357820,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
687105,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
681210,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
680698,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
680612,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
679427,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
679388,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Struggling,High,Immediate outreach — schedule meeting within 48 hours
674469,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
674419,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
678737,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
677270,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Struggling,High,Immediate outreach — schedule meeting within 48 hours
34431,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
2690136,BBB,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
573922,EEE,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
642988,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
642802,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Recovering,High,Immediate outreach — schedule meeting within 48 hours
682212,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
681789,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
680698,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
642790,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Coasting,High,Immediate outreach — schedule meeting within 48 hours
650464,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
653206,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
652706,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
651879,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
649547,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
649161,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
648930,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Struggling,High,Immediate outreach — schedule meeting within 48 hours
648872,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
596423,EEE,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
620440,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
620376,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
698498,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
698490,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
686266,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
676010,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
675638,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
675471,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
699875,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
618649,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
635552,EEE,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
629421,EEE,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
624518,BBB,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
656459,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Early Dropout,High,Immediate outreach — schedule meeting within 48 hours
656115,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Struggling,High,Immediate outreach — schedule meeting within 48 hours
106383,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
685841,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
415023,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
648867,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Struggling,High,Immediate outreach — schedule meeting within 48 hours
648863,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
642627,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
642066,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
640662,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
639232,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
642731,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
684944,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
684511,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
25629,BBB,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
649555,FFF,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
640712,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
645045,EEE,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
613873,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
613280,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
654863,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
654091,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Anxious,High,Immediate outreach — schedule meeting within 48 hours
653296,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
132055,BBB,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
618078,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
616439,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
620243,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
619524,CCC,2014B,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
646747,EEE,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
646722,EEE,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
651963,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
651267,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
651174,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Struggling,High,Immediate outreach — schedule meeting within 48 hours
650414,DDD,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Struggling,High,Immediate outreach — schedule meeting within 48 hours
464924,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
443837,CCC,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Steady Engager,High,Immediate outreach — schedule meeting within 48 hours
645462,EEE,2014J,0.949,1,completion_rate_w6 (↑risk) | mean_score_ass_w6 (↑risk) | mod_GGG (↑risk),Ghost,High,Immediate outreach — schedule meeting within 48 hours
