id_student,code_module,code_presentation,mean_score,first_half,second_half,recovery,full_slope,score_std,mean_clicks,mean_help,n_weeks,dominant_archetype,archetype_final
202487,FFF,2013B,44.52187500000001,42.431250000000006,46.6125,4.1812499999999915,0.3991019061583578,12.96506687157359,81.65625,9.0625,32,Steady Engager,Steady Engager
202489,DDD,2013J,28.344444444444445,21.725,33.64,11.915,3.4283333333333337,13.236658785451453,57.0,6.111111111111111,9,Early Dropout,Struggling
202489,DDD,2014J,32.364285714285714,23.32857142857143,41.39999999999999,18.071428571428562,2.503956043956044,15.590592728714745,40.785714285714285,9.285714285714286,14,Steady Engager,Late Recoverer
202506,DDD,2013B,26.98,23.5,30.459999999999997,6.959999999999997,1.3066666666666669,12.598158595604358,12.9,1.7,10,Ghost,Ghost
202606,EEE,2014J,46.924390243902444,45.725,48.06666666666666,2.3416666666666615,0.2741463414634149,11.189602763014028,66.53658536585365,9.707317073170731,41,Steady Engager,Steady Engager
202635,AAA,2013J,44.4,40.1375,48.18888888888889,8.051388888888887,0.8539215686274508,12.73679246721643,83.41176470588235,32.64705882352941,17,Steady Engager,Anxious
202677,EEE,2013J,46.91578947368421,44.99473684210527,48.836842105263166,3.8421052631578974,0.41917058759164,13.416202425970846,54.73684210526316,3.8947368421052633,38,Steady Engager,Steady Engager
202713,FFF,2013J,34.26666666666667,19.866666666666667,48.666666666666664,28.799999999999997,8.845714285714285,15.973380634320616,62.666666666666664,0.0,6,Steady Engager,Late Recoverer
202879,BBB,2013J,31.28333333333333,21.666666666666668,40.9,19.23333333333333,4.437142857142858,11.646661419575235,19.5,8.166666666666666,6,Early Dropout,Late Recoverer
203050,FFF,2013B,49.71944444444445,44.25555555555556,55.18333333333332,10.927777777777763,0.6097940797940802,14.264696504238172,117.13888888888889,19.77777777777778,36,Steady Engager,Anxious
203066,DDD,2013J,40.11025641025641,37.784210526315796,42.32000000000001,4.535789473684211,0.26534412955465625,10.130932446815846,30.923076923076923,10.487179487179487,39,Steady Engager,Coasting
203108,BBB,2013B,40.449999999999996,34.699999999999996,46.199999999999996,11.5,3.4428571428571453,8.728067751035544,20.5,3.1666666666666665,6,Steady Engager,Late Recoverer
203149,DDD,2014J,37.64375,36.75,38.537499999999994,1.7874999999999943,0.5954411764705889,11.621906510443972,20.375,3.375,16,Steady Engager,Coasting
203442,FFF,2013B,21.1,21.1,21.1,0.0,0.0,0.0,53.0,24.0,1,Steady Engager,Struggling
203481,BBB,2013B,42.35185185185184,39.10000000000001,45.371428571428574,6.271428571428565,0.6664224664224669,14.008710791936785,42.074074074074076,27.25925925925926,27,Steady Engager,Anxious
203568,FFF,2014B,42.06666666666666,36.65833333333333,47.475,10.81666666666667,1.1251304347826088,12.90819076745029,103.33333333333333,7.0,24,Steady Engager,Late Recoverer
203640,BBB,2013J,37.580952380952375,40.42,35.0,-5.420000000000002,-0.5401298701298695,8.17228877701194,8.380952380952381,1.1428571428571428,21,Ghost,Ghost
203652,BBB,2013B,24.15,17.15,31.15,14.0,3.4400000000000004,11.889596292557625,7.0,0.0,4,Steady Engager,Ghost
203707,CCC,2014B,21.35,18.95,23.75,4.800000000000001,4.820000000000003,7.782833674183202,14.0,0.0,4,Recovering,Ghost
203707,FFF,2013B,46.58857142857144,42.752941176470586,50.21111111111111,7.458169934640523,0.5526610644257707,13.244142024275625,94.28571428571429,7.114285714285714,35,Steady Engager,Steady Engager
203963,GGG,2014B,41.364999999999995,38.57000000000001,44.160000000000004,5.589999999999996,0.5182706766917295,9.327876232026236,25.75,0.0,20,Steady Engager,Coasting
204117,FFF,2014J,37.391666666666666,19.616666666666667,55.166666666666664,35.55,5.063286713286712,18.776557118444856,101.66666666666667,8.666666666666666,12,Steady Engager,Late Recoverer
204182,DDD,2013J,38.931428571428576,36.00588235294118,41.694444444444436,5.6885620915032575,0.402717086834734,10.756042060922155,27.542857142857144,2.0285714285714285,35,Steady Engager,Coasting
204410,DDD,2014J,49.982499999999995,45.86,54.105000000000004,8.245000000000005,0.4548499061913704,11.126901803736745,84.175,40.95,40,Anxious,Anxious
204505,DDD,2013J,42.64857142857143,39.9,45.24444444444445,5.3444444444444485,0.41089635854341755,11.18356885099287,235.74285714285713,6.371428571428571,35,Steady Engager,Steady Engager
204609,DDD,2014J,42.77631578947368,44.126315789473686,41.426315789473676,-2.70000000000001,-0.03848342269394938,11.828098441523991,32.73684210526316,16.5,38,Anxious,Coasting
204725,CCC,2014B,46.382857142857134,45.241176470588236,47.46111111111111,2.2199346405228724,0.25621848739495795,10.195923154849286,61.02857142857143,1.3142857142857143,35,Steady Engager,Steady Engager
204738,GGG,2014B,48.53103448275861,37.92142857142857,58.43333333333332,20.511904761904752,1.517192118226601,16.765669015894805,72.58620689655173,26.655172413793103,29,Anxious,Late Recoverer
204745,GGG,2013J,32.77333333333333,24.942857142857147,39.625,14.682142857142853,1.493571428571429,11.09549257832006,24.066666666666666,0.8666666666666667,15,Steady Engager,Late Recoverer
204746,BBB,2013B,37.675000000000004,34.807142857142864,40.542857142857144,5.73571428571428,0.5746852764094148,10.51242886845308,14.642857142857142,6.428571428571429,28,Recovering,Ghost
204996,DDD,2013B,40.04545454545455,38.75625,41.258823529411764,2.5025735294117624,0.17279411764705882,11.041933595193424,31.757575757575758,7.848484848484849,33,Steady Engager,Coasting
205350,AAA,2013J,49.036111111111126,48.06111111111111,50.01111111111111,1.9500000000000028,0.15576576576576656,9.923657277709266,46.25,15.63888888888889,36,Steady Engager,Steady Engager
205398,CCC,2014B,39.57692307692308,32.983333333333334,45.22857142857142,12.245238095238086,1.7175824175824195,15.682530891024221,104.38461538461539,1.2307692307692308,13,Steady Engager,Late Recoverer
205417,DDD,2013J,23.94285714285714,24.7,23.375000000000004,-1.3249999999999957,0.23928571428571413,6.656652342443856,40.857142857142854,13.714285714285714,7,Steady Engager,Struggling
205425,CCC,2014B,45.869696969696975,41.993750000000006,49.51764705882353,7.523897058823522,0.5593582887700534,12.111939635184552,52.60606060606061,2.3333333333333335,33,Steady Engager,Steady Engager
205425,EEE,2013J,49.13939393939395,46.225,51.88235294117647,5.65735294117647,0.398963903743315,10.910488126011689,54.93939393939394,6.363636363636363,33,Steady Engager,Steady Engager
205442,DDD,2013J,38.361764705882344,35.48823529411764,41.23529411764706,5.747058823529414,0.48304048892284185,11.727243663565478,28.764705882352942,7.147058823529412,34,Steady Engager,Coasting
205494,AAA,2014J,38.48846153846154,35.97692307692308,41.0,5.023076923076921,0.6126153846153849,13.530885664431038,42.84615384615385,2.4615384615384617,26,Steady Engager,Steady Engager
205719,AAA,2013J,39.205,38.74,39.67,0.9299999999999997,0.4793233082706758,10.923345412464077,16.65,0.65,20,Ghost,Coasting
205788,BBB,2013J,41.96153846153845,42.37368421052632,41.57,-0.8036842105263204,0.12562753036437224,11.478555599846922,26.358974358974358,5.358974358974359,39,Steady Engager,Coasting
206003,BBB,2014B,43.96538461538463,41.15384615384615,46.776923076923076,5.623076923076923,0.37528205128205083,8.660695579974746,40.92307692307692,27.846153846153847,26,Anxious,Anxious
206245,CCC,2014B,42.88823529411765,41.023529411764706,44.75294117647059,3.729411764705887,0.29042016806722637,11.165355153748697,59.970588235294116,25.029411764705884,34,Steady Engager,Anxious
206342,FFF,2013J,29.72,11.55,41.833333333333336,30.283333333333335,7.77,18.39254196678643,51.6,15.2,5,Steady Engager,Late Recoverer
206599,CCC,2014B,40.277419354838706,38.1,42.31875000000001,4.218750000000007,0.4754838709677413,12.113940507968211,37.74193548387097,4.548387096774194,31,Steady Engager,Steady Engager
206599,FFF,2013J,39.4909090909091,39.25,39.71764705882352,0.4676470588235233,0.19485294117647114,10.813189578959737,62.54545454545455,12.515151515151516,33,Steady Engager,Steady Engager
226374,BBB,2013B,37.16,36.541666666666664,37.73076923076923,1.1891025641025692,0.29615384615384566,13.266649916237332,15.16,4.72,25,Steady Engager,Ghost
226747,BBB,2014B,39.728,42.5,37.16923076923077,-5.330769230769228,-0.15553846153846207,8.997444970656947,24.64,10.84,25,Steady Engager,Coasting
226827,BBB,2013B,46.756756756756765,43.46666666666667,49.873684210526314,6.407017543859645,0.4152204836415369,11.357306031457641,38.729729729729726,23.675675675675677,37,Steady Engager,Anxious
226839,BBB,2014J,44.784375,46.14375,43.425,-2.71875,-0.05599340175953081,8.48539588701523,29.4375,0.96875,32,Steady Engager,Coasting
226879,GGG,2014J,42.02068965517241,33.957142857142856,49.54666666666667,15.589523809523811,1.0562561576354683,14.186185103833862,36.13793103448276,4.448275862068965,29,Steady Engager,Late Recoverer
226890,GGG,2014J,34.07692307692308,30.61666666666667,37.042857142857144,6.426190476190474,1.381318681318682,12.061136178534747,13.0,0.0,13,Ghost,Ghost
226895,DDD,2014B,40.78928571428572,38.84999999999999,42.72857142857144,3.8785714285714548,0.46954022988505795,11.954118814561493,32.607142857142854,6.642857142857143,28,Steady Engager,Coasting
226895,DDD,2014J,28.0,23.049999999999997,32.95,9.900000000000006,6.640000000000001,9.793620372466966,1.5,0.0,4,Ghost,Ghost
226955,FFF,2014J,39.277272727272724,34.99999999999999,43.55454545454545,8.554545454545455,0.9156973461321285,10.094099618462163,93.27272727272727,7.954545454545454,22,Steady Engager,Steady Engager
227020,DDD,2013J,37.339285714285715,32.70714285714286,41.971428571428575,9.264285714285712,0.8807060755336616,11.181340939443785,14.428571428571429,2.607142857142857,28,Steady Engager,Ghost
227167,DDD,2013J,17.3,17.3,17.3,0.0,0.0,0.0,7.0,0.0,1,Early Dropout,Ghost
227192,CCC,2014B,43.70967741935484,41.940000000000005,45.368750000000006,3.428750000000001,0.1963306451612901,10.348020064281885,48.12903225806452,1.4838709677419355,31,Recovering,Steady Engager
227192,EEE,2013J,48.60000000000001,48.64999999999999,48.55,-0.09999999999999432,0.2331143951833609,12.118462891684853,82.07142857142857,18.178571428571427,28,Steady Engager,Anxious
227254,FFF,2013J,19.099999999999998,13.0,22.15,9.149999999999999,4.749999999999998,4.3228077295510925,8.0,0.0,3,Ghost,Ghost
227297,FFF,2014B,43.38108108108108,40.25555555555556,46.3421052631579,6.086549707602337,0.4285443338074923,13.344658569809015,87.1891891891892,10.18918918918919,37,Steady Engager,Steady Engager
227401,FFF,2013B,44.370370370370374,40.26153846153846,48.185714285714276,7.924175824175819,0.7133089133089139,13.809170726699055,55.148148148148145,2.925925925925926,27,Steady Engager,Steady Engager
227416,BBB,2013J,37.2,32.55,40.300000000000004,7.750000000000007,4.449999999999998,9.782228784893553,18.6,0.0,5,Steady Engager,Coasting
227491,DDD,2013B,40.550000000000004,37.791666666666664,43.30833333333334,5.516666666666673,0.47304347826086895,10.413092720224862,64.79166666666667,16.166666666666668,24,Steady Engager,Steady Engager
227499,AAA,2013J,51.57837837837838,51.305555555555564,51.836842105263166,0.5312865497076018,-0.004220009483167549,13.18709719784754,79.8108108108108,35.108108108108105,37,Anxious,Anxious
227517,AAA,2013J,44.67096774193549,42.913333333333334,46.318749999999994,3.4054166666666603,0.2899596774193549,12.821685097556207,38.87096774193548,8.709677419354838,31,Recovering,Steady Engager
227752,CCC,2014B,46.003125,46.743750000000006,45.2625,-1.4812500000000028,-0.07670454545454479,11.031361100715316,57.1875,0.25,32,Steady Engager,Steady Engager
227826,DDD,2014B,30.418181818181825,18.9,40.01666666666666,21.11666666666666,3.452727272727272,13.959214498727627,29.454545454545453,6.818181818181818,11,Ghost,Late Recoverer
228021,AAA,2014J,47.695238095238096,46.9952380952381,48.39523809523809,1.3999999999999915,0.07744915322907493,12.805819963723941,95.9047619047619,20.523809523809526,42,Anxious,Anxious
228049,BBB,2013B,16.1,16.1,16.1,0.0,0.0,0.0,14.0,5.0,1,Steady Engager,Ghost
228082,AAA,2013J,40.316,35.94166666666667,44.35384615384615,8.412179487179479,1.0179230769230765,12.297534061754007,9.08,1.08,25,Ghost,Ghost
228138,FFF,2014B,40.699999999999996,38.20769230769231,43.01428571428572,4.806593406593407,0.49212454212454265,11.868570384126429,60.55555555555556,10.25925925925926,27,Steady Engager,Steady Engager
228153,CCC,2014B,33.583333333333336,40.333333333333336,26.833333333333332,-13.500000000000004,-2.3914285714285723,14.246685774437351,21.333333333333332,0.0,6,Steady Engager,Burnt-out Achiever
228222,AAA,2013J,42.70476190476191,41.64,43.67272727272728,2.0327272727272785,0.33168831168831203,9.630283395448132,21.19047619047619,4.095238095238095,21,Steady Engager,Coasting
228242,DDD,2013B,40.58571428571428,35.63,45.09090909090909,9.460909090909091,0.9090909090909097,11.2211231809555,46.80952380952381,7.476190476190476,21,Recovering,Steady Engager
228258,FFF,2014B,39.146153846153844,36.06153846153847,42.23076923076923,6.169230769230765,0.6876581196581204,11.521092054583086,59.0,8.038461538461538,26,Steady Engager,Steady Engager
228272,DDD,2014B,42.515625,40.48125,44.550000000000004,4.068750000000001,0.38293621700879765,10.924659873853052,59.15625,16.78125,32,Recovering,Steady Engager
228373,DDD,2014B,32.52307692307692,19.616666666666667,43.58571428571428,23.969047619047615,2.967032967032967,14.271011707231168,25.692307692307693,7.6923076923076925,13,Recovering,Late Recoverer
228383,AAA,2014J,42.68648648648649,42.8,42.57894736842105,-0.2210526315789494,0.12157420578473274,11.753462104376164,64.48648648648648,1.2162162162162162,37,Steady Engager,Steady Engager
228481,BBB,2014B,39.5125,41.193749999999994,37.83125,-3.362499999999997,-0.056781524926685666,11.353461751818251,31.34375,7.5625,32,Steady Engager,Coasting
228633,FFF,2014J,43.761111111111106,41.75,45.77222222222222,4.022222222222219,0.3722522522522529,11.379789047492581,68.25,15.722222222222221,36,Steady Engager,Steady Engager
228695,DDD,2013J,37.4,30.46666666666667,43.34285714285714,12.876190476190473,1.7956043956043968,12.260003764587198,24.0,3.6153846153846154,13,Ghost,Late Recoverer
228695,FFF,2013J,40.47931034482759,39.89285714285713,41.026666666666664,1.133809523809532,0.1635960591133018,10.625778001871929,48.03448275862069,3.586206896551724,29,Ghost,Steady Engager
228703,FFF,2013B,48.59166666666667,44.69444444444444,52.488888888888894,7.794444444444451,0.5043886743886749,13.20347965500004,101.69444444444444,8.38888888888889,36,Steady Engager,Steady Engager
228729,FFF,2014B,49.729729729729726,46.24444444444444,53.03157894736841,6.787134502923969,0.4448553816974878,11.71771273836519,221.67567567567568,30.45945945945946,37,Anxious,Anxious
228775,DDD,2014B,43.1952380952381,37.75,48.14545454545455,10.395454545454548,1.1753246753246755,14.388304648484352,44.666666666666664,8.761904761904763,21,Steady Engager,Late Recoverer
228784,BBB,2014B,40.57666666666666,39.78666666666667,41.36666666666667,1.5799999999999983,0.35183537263626175,12.57992271659709,19.8,7.733333333333333,30,Steady Engager,Coasting
228824,BBB,2014B,39.53793103448275,40.47142857142857,38.66666666666667,-1.8047619047618966,-0.05354679802955565,9.527253604088802,27.689655172413794,8.344827586206897,29,Steady Engager,Coasting
228888,DDD,2013J,34.935,31.619999999999997,38.25000000000001,6.63000000000001,0.770300751879699,10.910099678738044,29.9,6.3,20,Steady Engager,Coasting
228909,BBB,2014J,41.64375,38.525,44.7625,6.237500000000004,1.2895588235294122,11.009993684716626,35.9375,0.8125,16,Steady Engager,Coasting
229057,DDD,2013B,21.749999999999996,16.259999999999998,27.24,10.98,2.161818181818182,8.90946126317411,22.0,1.9,10,Ghost,Struggling
229179,AAA,2013J,40.743333333333325,40.28000000000001,41.20666666666668,0.9266666666666694,0.20051167964404873,11.650570324618828,20.466666666666665,2.5,30,Ghost,Coasting
229240,BBB,2013B,39.303703703703704,37.35384615384615,41.114285714285714,3.760439560439565,0.3608669108669116,9.98619348684237,15.592592592592593,5.2592592592592595,27,Steady Engager,Ghost
229326,BBB,2014J,40.733333333333334,38.13333333333333,43.333333333333336,5.200000000000003,0.9440559440559458,9.498713363164274,50.583333333333336,13.833333333333334,12,Early Dropout,Steady Engager
229361,AAA,2013J,45.7125,45.769999999999996,45.655,-0.11499999999999488,0.07621951219512267,12.858891622142243,30.375,1.0,40,Steady Engager,Coasting
229417,FFF,2013J,39.52857142857143,30.433333333333337,46.35,15.916666666666664,2.7500000000000018,10.691213252775688,63.42857142857143,12.428571428571429,7,Steady Engager,Late Recoverer
229426,BBB,2013B,39.11764705882352,35.55,42.288888888888884,6.738888888888887,1.132843137254901,11.658535640773984,19.352941176470587,4.9411764705882355,17,Ghost,Coasting
229498,FFF,2014J,44.61944444444444,44.66111111111111,44.577777777777776,-0.0833333333333357,0.23198198198198297,12.72300670798212,107.05555555555556,13.555555555555555,36,Steady Engager,Steady Engager
229499,CCC,2014B,38.4,38.4,38.4,0.0,0.0,0.0,37.0,0.0,1,Struggling,Coasting
229499,DDD,2014B,20.8,20.8,20.8,0.0,0.0,0.0,14.0,5.0,1,Steady Engager,Ghost
230052,DDD,2013B,35.39999999999999,26.357142857142858,44.442857142857136,18.08571428571428,1.8584615384615382,14.19854117254908,59.5,21.142857142857142,14,Early Dropout,Late Recoverer
230081,BBB,2013J,40.14857142857142,40.74117647058823,39.588888888888874,-1.1522875816993547,0.05162464985994401,12.069829479883689,20.771428571428572,5.457142857142857,35,Steady Engager,Coasting
230279,FFF,2013B,46.04583333333333,40.08333333333333,52.008333333333326,11.924999999999997,0.8969999999999995,17.078909488183243,147.04166666666666,6.458333333333333,24,Steady Engager,Steady Engager
230383,BBB,2014J,51.10588235294118,49.68235294117647,52.529411764705884,2.847058823529416,0.14019862490450766,10.002674382868243,89.55882352941177,12.617647058823529,34,Anxious,Steady Engager
230510,DDD,2013J,37.971428571428575,27.7,45.675,17.974999999999998,4.32857142857143,14.937557104322579,23.857142857142858,2.142857142857143,7,Steady Engager,Late Recoverer
230656,FFF,2014J,11.2,11.2,11.2,0.0,0.0,0.0,2.0,0.0,1,Ghost,Ghost
230684,FFF,2013B,40.62666666666667,31.071428571428573,48.987500000000004,17.91607142857143,2.1021428571428564,12.678667998737968,88.33333333333333,23.6,15,Recovering,Late Recoverer
230761,CCC,2014B,36.985714285714295,34.849999999999994,38.92727272727273,4.077272727272735,0.4190909090909092,10.376313948433836,21.333333333333332,0.09523809523809523,21,Steady Engager,Coasting
230947,FFF,2014J,25.233333333333334,17.733333333333334,32.733333333333334,15.0,5.485714285714285,14.618443449590963,22.0,6.333333333333333,6,Ghost,Struggling
231017,EEE,2014J,42.035483870967745,40.93333333333332,43.068749999999994,2.1354166666666714,0.34185483870967687,10.924153422195944,49.03225806451613,5.67741935483871,31,Steady Engager,Steady Engager
231019,EEE,2014B,34.512499999999996,30.125,38.89999999999999,8.774999999999991,0.8179411764705875,13.209271128642945,44.25,9.25,16,Ghost,Steady Engager
231024,FFF,2013J,43.28076923076923,40.04615384615385,46.515384615384626,6.4692307692307764,0.6169230769230768,14.093561520473132,137.19230769230768,18.192307692307693,26,Steady Engager,Anxious
231320,FFF,2013J,42.75714285714286,23.8,56.974999999999994,33.175,7.485714285714287,17.177381901197627,112.57142857142857,31.142857142857142,7,Steady Engager,Late Recoverer
231339,CCC,2014B,36.88285714285715,35.00588235294117,38.65555555555555,3.6496732026143803,0.20428571428571432,9.665387013588694,73.45714285714286,14.028571428571428,35,Steady Engager,Steady Engager
231339,EEE,2014B,43.515625,41.324999999999996,45.706250000000004,4.3812500000000085,0.4249816715542528,10.955195952577709,69.15625,10.96875,32,Steady Engager,Steady Engager
231554,AAA,2013J,44.16666666666666,46.186666666666675,42.14666666666667,-4.040000000000006,0.03986651835372524,15.020992717600999,61.3,14.533333333333333,30,Early Dropout,Steady Engager
231572,DDD,2013J,39.07241379310344,37.59285714285714,40.45333333333333,2.8604761904761915,0.42665024630541976,11.784323208566018,19.03448275862069,3.1379310344827585,29,Steady Engager,Coasting
231606,FFF,2013J,48.189473684210526,47.947368421052644,48.43157894736842,0.48421052631577766,0.12432432432432486,11.549978115123587,129.23684210526315,10.447368421052632,38,Steady Engager,Steady Engager
231697,DDD,2014J,18.1,24.9,11.3,-13.599999999999998,-13.599999999999994,6.799999999999999,12.0,0.0,2,Coasting,Ghost
231959,BBB,2013J,32.60000000000001,27.066666666666666,37.34285714285714,10.276190476190475,1.636263736263737,15.96467253753641,20.846153846153847,1.5384615384615385,13,Steady Engager,Struggling
231959,BBB,2014B,33.35,44.650000000000006,22.049999999999997,-22.60000000000001,-9.82,11.482704385291822,39.0,2.25,4,Steady Engager,Burnt-out Achiever
231973,DDD,2014B,31.200000000000003,20.125,40.06,19.935000000000002,5.281666666666666,16.683857800614074,68.44444444444444,21.88888888888889,9,Recovering,Late Recoverer
232072,CCC,2014J,42.025,43.709999999999994,40.339999999999996,-3.3699999999999974,0.15075187969924728,13.466026696839718,99.45,5.15,20,Steady Engager,Steady Engager
232078,DDD,2013J,36.464285714285715,29.685714285714287,43.24285714285714,13.557142857142853,1.4951648351648341,11.421821667496022,31.642857142857142,2.0,14,Steady Engager,Late Recoverer
232078,EEE,2014J,34.720000000000006,26.8,40.0,13.2,3.579999999999996,6.983523465987638,22.4,0.0,5,Ghost,Late Recoverer
232173,FFF,2014J,52.14000000000001,50.864999999999995,53.415,2.5500000000000043,0.16298311444652924,8.959095936532883,119.75,37.825,40,Anxious,Anxious
232286,FFF,2014B,46.61052631578948,43.76842105263158,49.45263157894736,5.6842105263157805,0.37599299704562866,12.323955906959256,112.02631578947368,31.81578947368421,38,Anxious,Anxious
232307,AAA,2014J,38.761904761904766,37.48,39.92727272727273,2.4472727272727326,0.22480519480519492,12.517396511235917,33.42857142857143,4.904761904761905,21,Steady Engager,Coasting
232347,FFF,2013J,42.173809523809524,42.7,41.647619047619045,-1.0523809523809575,0.07419982173243722,11.56810186355668,69.4047619047619,4.5,42,Steady Engager,Steady Engager
232480,GGG,2014J,33.362500000000004,24.575,42.15,17.575,3.4416666666666655,13.3979417728993,12.75,0.125,8,Ghost,Ghost
232539,BBB,2014B,40.56428571428571,39.76428571428572,41.364285714285714,1.5999999999999943,0.09644225506294524,10.974295105437273,24.0,6.857142857142857,28,Steady Engager,Coasting
232660,FFF,2013J,47.10476190476191,46.63809523809524,47.57142857142857,0.93333333333333,0.1824649542176489,11.2380932203388,119.23809523809524,28.833333333333332,42,Recovering,Anxious
232675,FFF,2013B,43.46,32.239999999999995,54.68000000000001,22.440000000000012,4.507878787878788,18.955115404555045,76.9,7.2,10,Steady Engager,Late Recoverer
232695,BBB,2013B,44.46969696969697,38.2375,50.33529411764706,12.097794117647062,0.6496323529411763,12.768296078829684,38.60606060606061,21.303030303030305,33,Steady Engager,Late Recoverer
232764,FFF,2013B,36.43571428571428,29.82857142857143,43.042857142857144,13.214285714285715,2.153186813186813,17.266218344454217,65.07142857142857,14.0,14,Ghost,Late Recoverer
232764,FFF,2013J,42.4,40.787499999999994,44.0125,3.2250000000000085,0.41143695014662757,11.972781631684427,110.4375,18.3125,32,Steady Engager,Anxious
232827,DDD,2014B,43.32333333333333,38.059999999999995,48.58666666666667,10.526666666666678,0.7569076751946605,13.694151630856469,41.36666666666667,19.666666666666668,30,Steady Engager,Late Recoverer
232833,CCC,2014B,29.64444444444444,14.15,42.040000000000006,27.890000000000008,3.7633333333333328,16.171175392662306,16.77777777777778,0.3333333333333333,9,Steady Engager,Late Recoverer
232856,FFF,2013J,49.075609756097556,46.779999999999994,51.26190476190476,4.481904761904765,0.27691637630661986,10.296430366235382,123.1219512195122,8.121951219512194,41,Steady Engager,Steady Engager
233087,FFF,2013J,47.759523809523806,46.70952380952381,48.80952380952381,2.1000000000000014,0.24739486265294627,12.137134272334274,164.07142857142858,25.047619047619047,42,Steady Engager,Anxious
233095,BBB,2014B,35.96,36.142857142857146,35.8,-0.34285714285714874,0.07214285714285772,9.17894692580073,13.0,5.533333333333333,15,Steady Engager,Ghost
233102,BBB,2014B,39.11,41.39333333333333,36.82666666666667,-4.566666666666663,-0.05412680756396064,9.868277458604414,26.066666666666666,7.466666666666667,30,Steady Engager,Coasting
233153,GGG,2013J,42.940625,34.625,51.256249999999994,16.631249999999994,1.0185300586510264,14.421075275768274,39.09375,5.65625,32,Steady Engager,Late Recoverer
233311,EEE,2013J,52.136842105263156,48.86842105263158,55.40526315789474,6.536842105263155,0.5740671845934999,12.893764732422772,87.57894736842105,30.63157894736842,38,Anxious,Anxious
233317,BBB,2013J,41.99642857142857,41.02142857142858,42.97142857142858,1.9500000000000028,0.317268746579092,10.759297711509703,39.714285714285715,14.607142857142858,28,Steady Engager,Steady Engager
233335,EEE,2014J,41.538709677419355,38.580000000000005,44.3125,5.732499999999995,0.5767338709677418,14.068534495504379,61.03225806451613,8.387096774193548,31,Steady Engager,Steady Engager
233389,DDD,2013B,39.89,39.82,39.96,0.14000000000000057,0.05586206896551653,12.73994636304774,29.2,3.7666666666666666,30,Steady Engager,Coasting
233444,CCC,2014B,38.349999999999994,38.775,37.925000000000004,-0.8499999999999943,1.1809523809523765,13.039651068951194,62.375,1.125,8,Steady Engager,Steady Engager
233444,CCC,2014J,35.58235294117647,31.6875,39.04444444444445,7.356944444444451,1.2071078431372553,13.81343060401373,13.0,0.7647058823529411,17,Steady Engager,Ghost
233685,EEE,2014J,48.48108108108108,45.66111111111112,51.152631578947364,5.491520467836246,0.3997392128971085,13.813581993093331,119.97297297297297,12.27027027027027,37,Steady Engager,Steady Engager
233752,BBB,2013J,53.802439024390246,53.68000000000001,53.91904761904762,0.23904761904761074,0.18646341463414667,12.589552149280479,189.4878048780488,148.14634146341464,41,Anxious,Anxious
233771,DDD,2013B,48.300000000000004,49.44705882352941,47.152941176470584,-2.294117647058826,-0.008831168831168435,8.769801124581212,58.76470588235294,20.058823529411764,34,Anxious,Anxious
233771,EEE,2013J,45.180000000000014,43.366666666666674,46.99333333333333,3.626666666666658,0.5843381535038926,13.3897572793535,29.433333333333334,3.6333333333333333,30,Steady Engager,Coasting
233868,DDD,2014B,40.67142857142858,37.7,43.37272727272727,5.672727272727265,0.5525974025974028,10.302757044650157,27.666666666666668,6.0476190476190474,21,Steady Engager,Coasting
233868,DDD,2014J,33.239999999999995,28.15,36.63333333333333,8.483333333333334,4.009999999999999,11.475469489306308,9.6,0.0,5,Ghost,Ghost
233873,DDD,2014J,37.180000000000014,33.186666666666675,41.173333333333325,7.98666666666665,0.5891879866518347,11.660371635015183,34.36666666666667,0.43333333333333335,30,Steady Engager,Coasting
233957,BBB,2013J,33.64444444444444,32.96666666666667,34.32222222222222,1.3555555555555543,0.5147574819401443,12.156261405466102,23.0,8.38888888888889,18,Steady Engager,Struggling
234004,FFF,2013J,14.333333333333334,13.2,14.9,1.700000000000001,6.7499999999999964,9.66793095180602,14.666666666666666,0.0,3,Coasting,Ghost
234031,FFF,2014J,18.575000000000003,17.75,19.4,1.6499999999999986,3.27,6.584973424395881,9.25,3.5,4,Ghost,Ghost
234068,CCC,2014B,11.45,10.9,12.0,1.0999999999999996,1.0999999999999968,0.5499999999999998,1.0,0.0,2,Ghost,Ghost
234068,FFF,2013J,32.12500000000001,27.883333333333336,36.36666666666667,8.48333333333333,1.4793706293706301,12.503407868790545,71.41666666666667,31.5,12,Steady Engager,Struggling
234196,FFF,2013B,25.157142857142862,12.633333333333335,34.55,21.916666666666664,4.689285714285715,12.136704323527647,16.714285714285715,4.571428571428571,7,Ghost,Struggling
234311,CCC,2014B,35.968421052631584,32.87777777777778,38.74999999999999,5.872222222222213,0.9994736842105267,15.289523507482913,38.0,4.105263157894737,19,Recovering,Steady Engager
234311,EEE,2013J,43.76129032258065,38.86666666666667,48.349999999999994,9.483333333333327,0.6233467741935479,12.1594958888332,52.58064516129032,7.935483870967742,31,Steady Engager,Steady Engager
234406,DDD,2013J,40.19642857142857,37.32857142857142,43.06428571428571,5.7357142857142875,0.5183087027914618,11.803676247643514,36.285714285714285,4.964285714285714,28,Steady Engager,Coasting
234552,DDD,2014J,49.55365853658537,48.515,50.542857142857144,2.027857142857144,0.15219512195121948,10.691621920833008,98.85365853658537,35.53658536585366,41,Anxious,Anxious
