id_student,rank,module,hybrid_score,content_score,markov_score,cf_score,method_used,explanation
522312,2,FFF,0.3386,0.933,0.3386,0.4132,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
522312,3,CCC,0.0079,0.8893,0.0079,1.0,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
522484,1,FFF,1.0,0.9241,1.0,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
522484,2,DDD,0.8387,0.0,0.8387,0.5544,Markov+CF,DDD: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
522484,3,CCC,0.0323,0.0,0.0323,1.0,Markov+CF,CCC: popular among students with similar study patterns.
523335,1,EEE,1.0,0.9213,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
523335,2,CCC,0.4458,0.0,0.4458,1.0,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
523335,3,DDD,0.4211,0.0,0.4211,0.0,Markov,DDD: commonly chosen next by students with similar outcomes.
524378,1,EEE,1.0,0.9589,1.0,0.3942,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
524378,2,FFF,0.3386,0.9173,0.3386,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
524378,3,CCC,0.0079,0.872,0.0079,0.1544,Content+Markov+CF,CCC: matches your academic profile.
524431,1,CCC,1.0,0.0,1.0,0.1292,Markov+CF,CCC: commonly chosen next by students with similar outcomes.
524431,2,EEE,0.9423,1.0,0.9423,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
524431,3,DDD,0.1154,0.0,0.1154,1.0,Markov+CF,DDD: popular among students with similar study patterns.
525412,1,CCC,1.0,0.9253,1.0,0.0,Content+Markov,CCC: matches your academic profile; commonly chosen next by students with similar outcomes.
525412,2,DDD,0.766,0.9237,0.766,1.0,Content+Markov+CF,DDD: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
525412,3,BBB,0.0426,0.9502,0.0426,0.9301,Content+Markov+CF,BBB: matches your academic profile; popular among students with similar study patterns.
526601,1,EEE,1.0,0.9957,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
526601,2,CCC,0.4458,0.0,0.4458,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
526601,3,DDD,0.4211,0.0,0.4211,0.0,Markov,DDD: commonly chosen next by students with similar outcomes.
526927,1,EEE,1.0,0.9758,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
526927,2,DDD,0.3543,0.9181,0.3543,0.3972,Content+Markov+CF,DDD: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
526927,3,CCC,0.0079,0.9124,0.0079,1.0,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
526948,1,BBB,1.0,1.0,1.0,0.0,Content+Markov,BBB: matches your academic profile; commonly chosen next by students with similar outcomes.
526948,2,DDD,0.0474,0.0,0.0474,0.0,Markov,DDD: recommended based on available signals.
526948,3,GGG,0.0263,0.9221,0.0263,0.0,Content+Markov,GGG: matches your academic profile.
527742,1,BBB,1.0,0.973,1.0,1.0,Content+Markov+CF,BBB: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
527742,2,DDD,0.1429,0.9445,0.1429,0.1991,Content+Markov+CF,DDD: matches your academic profile.
527742,3,CCC,0.0357,0.8982,0.0357,0.1754,Content+Markov+CF,CCC: matches your academic profile.
528021,1,CCC,1.0,0.0,1.0,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
528021,2,FFF,1.0,0.9508,1.0,0.2311,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
528021,3,DDD,0.9444,0.0,0.9444,1.0,Markov+CF,DDD: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
528175,1,DDD,1.0,0.0,1.0,0.0,Markov,DDD: commonly chosen next by students with similar outcomes.
528175,2,CCC,0.1538,0.0,0.1538,0.0,Markov,CCC: recommended based on available signals.
528175,3,FFF,0.0714,1.0,0.0714,1.0,Content+Markov+CF,FFF: matches your academic profile; popular among students with similar study patterns.
528506,1,EEE,1.0,0.9652,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
528506,2,DDD,0.3543,0.0,0.3543,0.0,Markov,DDD: commonly chosen next by students with similar outcomes.
528506,3,GGG,0.0079,1.0,0.0079,0.0,Content+Markov,GGG: matches your academic profile.
528892,1,EEE,1.0,0.973,1.0,0.4524,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
528892,2,FFF,0.3386,0.9347,0.3386,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
528892,3,CCC,0.0079,0.9011,0.0079,0.7424,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
529025,1,EEE,1.0,0.9649,1.0,0.2273,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
529025,2,FFF,0.3386,0.9177,0.3386,0.0863,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
529025,3,CCC,0.0079,0.0,0.0079,1.0,Markov+CF,CCC: popular among students with similar study patterns.
529078,1,EEE,1.0,0.9511,1.0,0.101,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
529078,2,FFF,0.2263,0.911,0.2263,1.0,Content+Markov+CF,FFF: matches your academic profile; popular among students with similar study patterns.
529078,3,CCC,0.0073,0.8862,0.0073,0.0,Content+Markov,CCC: matches your academic profile.
529309,1,EEE,1.0,1.0,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
529309,2,CCC,0.4458,0.0,0.4458,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
529309,3,DDD,0.4211,0.0,0.4211,0.0,Markov,DDD: commonly chosen next by students with similar outcomes.
529512,1,CCC,1.0,0.0,1.0,1.0,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
529512,2,FFF,1.0,0.9564,1.0,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
529512,3,DDD,0.9444,0.0,0.9444,0.1062,Markov+CF,DDD: commonly chosen next by students with similar outcomes.
529670,1,CCC,1.0,0.9165,1.0,0.3355,Content+Markov+CF,CCC: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
529670,2,FFF,0.0228,0.9211,0.0228,0.0,Content+Markov,FFF: matches your academic profile.
529670,3,GGG,0.0033,1.0,0.0033,0.0,Content+Markov,GGG: matches your academic profile.
529723,1,EEE,1.0,1.0,1.0,0.4554,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
529723,2,CCC,0.4458,0.0,0.4458,1.0,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
529723,3,DDD,0.4211,0.0,0.4211,0.0,Markov,DDD: commonly chosen next by students with similar outcomes.
531075,1,EEE,1.0,1.0,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
531075,2,CCC,0.4458,0.0,0.4458,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
531075,3,FFF,0.4458,0.9952,0.4458,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
532020,1,EEE,1.0,0.9674,1.0,0.3929,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
532020,2,FFF,0.3386,0.9264,0.3386,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
532020,3,CCC,0.0079,0.8976,0.0079,0.4601,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
532579,1,CCC,1.0,0.85,1.0,0.2094,Content+Markov+CF,CCC: matches your academic profile; commonly chosen next by students with similar outcomes.
532579,2,DDD,0.0228,0.8796,0.0228,0.7279,Content+Markov+CF,DDD: matches your academic profile; popular among students with similar study patterns.
532579,3,BBB,0.0033,0.9228,0.0033,1.0,Content+Markov+CF,BBB: matches your academic profile; popular among students with similar study patterns.
532859,1,EEE,1.0,0.9852,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
532859,2,FFF,0.2263,1.0,0.2263,0.3242,Content+Markov+CF,FFF: matches your academic profile; popular among students with similar study patterns.
532859,3,CCC,0.0073,0.0,0.0073,0.59,Markov+CF,CCC: popular among students with similar study patterns.
533004,1,EEE,1.0,0.9561,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
533004,2,FFF,0.2263,0.9371,0.2263,0.0,Content+Markov,FFF: matches your academic profile.
533004,3,GGG,0.0073,1.0,0.0073,0.0,Content+Markov,GGG: matches your academic profile.
533311,1,CCC,1.0,0.0,1.0,0.8919,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
533311,2,FFF,1.0,0.9565,1.0,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
533311,3,DDD,0.9444,0.0,0.9444,0.8919,Markov+CF,DDD: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
534093,1,EEE,1.0,0.962,1.0,0.2817,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
534093,2,FFF,0.3386,0.9163,0.3386,0.5599,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
534093,3,CCC,0.0079,0.8787,0.0079,0.5271,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
534203,1,EEE,1.0,0.9961,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
534203,2,CCC,0.4458,0.0,0.4458,0.668,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
534203,3,FFF,0.4458,0.9402,0.4458,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
535259,1,FFF,1.0,0.8913,1.0,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
535259,2,DDD,0.8387,0.0,0.8387,0.0,Markov,DDD: commonly chosen next by students with similar outcomes.
535259,3,GGG,0.0323,1.0,0.0323,0.9622,Content+Markov+CF,GGG: matches your academic profile; popular among students with similar study patterns.
536170,1,EEE,1.0,0.9667,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
536170,2,FFF,0.75,0.9316,0.75,0.5832,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
536170,3,CCC,0.0357,0.8893,0.0357,1.0,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
536261,1,EEE,1.0,0.9709,1.0,1.0,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
536261,2,FFF,0.3386,0.925,0.3386,0.1253,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
536261,3,CCC,0.0079,0.0,0.0079,0.6276,Markov+CF,CCC: popular among students with similar study patterns.
536536,1,EEE,1.0,1.0,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
536536,2,CCC,0.4458,0.0,0.4458,0.3126,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
536536,3,FFF,0.4458,0.9585,0.4458,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
537603,1,EEE,1.0,0.96,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
537603,2,FFF,0.2263,0.9218,0.2263,0.4584,Content+Markov+CF,FFF: matches your academic profile; popular among students with similar study patterns.
537603,3,CCC,0.0073,0.0,0.0073,1.0,Markov+CF,CCC: popular among students with similar study patterns.
537658,1,EEE,1.0,0.9848,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
537658,2,FFF,0.2263,0.9665,0.2263,0.0,Content+Markov,FFF: matches your academic profile.
537658,3,GGG,0.0073,1.0,0.0073,0.0,Content+Markov,GGG: matches your academic profile.
537811,1,CCC,1.0,0.9061,1.0,0.0,Content+Markov,CCC: matches your academic profile; commonly chosen next by students with similar outcomes.
537811,2,AAA,0.0312,0.9772,0.0312,0.0,Content+Markov,AAA: matches your academic profile.
537811,3,EEE,0.0312,0.9743,0.0312,0.0,Content+Markov,EEE: matches your academic profile.
538887,1,CCC,1.0,0.9516,1.0,0.0,Content+Markov,CCC: matches your academic profile; commonly chosen next by students with similar outcomes.
538887,2,FFF,1.0,0.9437,1.0,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
538887,3,DDD,0.9444,0.9142,0.9444,1.0,Content+Markov+CF,DDD: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
539514,1,EEE,1.0,0.9483,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
539514,2,DDD,0.1898,0.8848,0.1898,0.0,Content+Markov,DDD: matches your academic profile.
539514,3,GGG,0.0073,1.0,0.0073,0.0,Content+Markov,GGG: matches your academic profile.
539695,1,CCC,1.0,0.0,1.0,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
539695,2,FFF,1.0,1.0,1.0,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
539695,3,DDD,0.9444,0.0,0.9444,0.0,Markov,DDD: commonly chosen next by students with similar outcomes.
540694,1,EEE,1.0,0.9829,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
540694,2,CCC,0.4458,0.0,0.4458,0.168,Markov+CF,CCC: commonly chosen next by students with similar outcomes.
540694,3,FFF,0.4458,0.9248,0.4458,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
541040,1,CCC,1.0,0.9869,1.0,0.0,Content+Markov,CCC: matches your academic profile; commonly chosen next by students with similar outcomes.
541040,2,FFF,1.0,0.9303,1.0,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
541040,3,DDD,0.9444,0.9069,0.9444,0.0,Content+Markov,DDD: matches your academic profile; commonly chosen next by students with similar outcomes.
541999,1,CCC,1.0,0.8649,1.0,0.2622,Content+Markov+CF,CCC: matches your academic profile; commonly chosen next by students with similar outcomes.
541999,2,EEE,0.0517,0.9335,0.0517,0.2898,Content+Markov+CF,EEE: matches your academic profile.
541999,3,DDD,0.0517,0.8733,0.0517,0.0,Content+Markov,DDD: matches your academic profile.
542054,1,EEE,1.0,0.9856,1.0,0.1246,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
542054,2,CCC,0.4458,0.0,0.4458,1.0,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
542054,3,FFF,0.4458,0.9143,0.4458,0.2425,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
542180,1,EEE,1.0,0.9882,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
542180,2,CCC,0.4458,0.0,0.4458,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
542180,3,FFF,0.4458,1.0,0.4458,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
543417,1,CCC,1.0,0.0,1.0,0.8298,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
543417,2,FFF,1.0,0.9894,1.0,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
543417,3,DDD,0.9444,0.0,0.9444,1.0,Markov+CF,DDD: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
543953,1,EEE,1.0,1.0,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
543953,2,CCC,0.4458,0.0,0.4458,0.7456,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
543953,3,DDD,0.4211,0.0,0.4211,0.0,Markov,DDD: commonly chosen next by students with similar outcomes.
544467,1,EEE,1.0,1.0,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
544467,2,CCC,0.4458,0.0,0.4458,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
544467,3,FFF,0.4458,0.9586,0.4458,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
544594,1,EEE,1.0,0.9647,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
544594,2,FFF,0.75,0.9274,0.75,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
544594,3,CCC,0.0357,0.8895,0.0357,0.2295,Content+Markov+CF,CCC: matches your academic profile.
544839,1,EEE,1.0,0.9626,1.0,1.0,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
544839,2,FFF,0.75,0.9259,0.75,0.9515,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
544839,3,CCC,0.0357,0.8702,0.0357,1.0,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
545118,1,EEE,1.0,0.9789,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
545118,2,FFF,0.2263,0.9569,0.2263,0.0,Content+Markov,FFF: matches your academic profile.
545118,3,GGG,0.0073,1.0,0.0073,0.0,Content+Markov,GGG: matches your academic profile.
545255,1,EEE,1.0,0.9543,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
545255,2,FFF,0.2263,0.9158,0.2263,0.1143,Content+Markov+CF,FFF: matches your academic profile.
545255,3,CCC,0.0073,0.8886,0.0073,1.0,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
545704,1,EEE,1.0,0.964,1.0,0.1477,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
545704,2,FFF,0.3386,0.9213,0.3386,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
545704,3,CCC,0.0079,0.8776,0.0079,0.1231,Content+Markov+CF,CCC: matches your academic profile.
546654,1,EEE,1.0,0.9955,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
546654,2,FFF,0.3386,0.9682,0.3386,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
546654,3,CCC,0.0079,0.9832,0.0079,0.5905,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
546675,1,EEE,1.0,1.0,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
546675,2,CCC,0.4458,0.0,0.4458,1.0,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
546675,3,FFF,0.4458,0.977,0.4458,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
546934,1,EEE,1.0,0.9914,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
546934,2,CCC,0.4458,0.0,0.4458,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
546934,3,DDD,0.4211,0.0,0.4211,0.6473,Markov+CF,DDD: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
547128,1,EEE,1.0,1.0,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
547128,2,CCC,0.4458,0.0,0.4458,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
547128,3,DDD,0.4211,0.0,0.4211,0.3066,Markov+CF,DDD: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
548677,1,EEE,1.0,0.9589,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
548677,2,FFF,0.3386,0.9172,0.3386,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
548677,3,GGG,0.0079,1.0,0.0079,0.0,Content+Markov,GGG: matches your academic profile.
548764,1,EEE,1.0,0.9532,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
548764,2,DDD,0.1898,0.8843,0.1898,0.0,Content+Markov,DDD: matches your academic profile.
548764,3,GGG,0.0073,1.0,0.0073,0.0,Content+Markov,GGG: matches your academic profile.
549113,1,EEE,1.0,0.9831,1.0,0.1547,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
549113,2,CCC,0.4458,0.0,0.4458,0.4327,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
549113,3,FFF,0.4458,0.9249,0.4458,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
549706,1,EEE,1.0,0.9572,1.0,0.3648,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
549706,2,DDD,0.3543,0.877,0.3543,0.0,Content+Markov,DDD: matches your academic profile; commonly chosen next by students with similar outcomes.
549706,3,CCC,0.0079,0.8734,0.0079,0.228,Content+Markov+CF,CCC: matches your academic profile.
549783,1,EEE,1.0,0.954,1.0,0.9469,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
549783,2,FFF,0.75,0.9105,0.75,0.358,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
549783,3,CCC,0.0357,0.851,0.0357,1.0,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
550092,1,EEE,1.0,0.9709,1.0,0.3166,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
550092,2,FFF,0.2263,0.94,0.2263,1.0,Content+Markov+CF,FFF: matches your academic profile; popular among students with similar study patterns.
550092,3,CCC,0.0073,0.0,0.0073,0.0805,Markov+CF,CCC: recommended based on available signals.
550393,1,FFF,1.0,0.9521,1.0,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
550393,2,DDD,0.8387,0.0,0.8387,0.0,Markov,DDD: commonly chosen next by students with similar outcomes.
550393,3,GGG,0.0323,1.0,0.0323,0.0,Content+Markov,GGG: matches your academic profile.
550545,1,EEE,1.0,0.9735,1.0,0.3563,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
550545,2,CCC,0.4458,0.9498,0.4458,1.0,Content+Markov+CF,CCC: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
550545,3,FFF,0.4458,0.9429,0.4458,0.6061,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
550814,1,EEE,1.0,0.9754,1.0,0.1323,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
550814,2,FFF,0.3386,0.9524,0.3386,0.4898,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
550814,3,CCC,0.0079,0.907,0.0079,1.0,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
550893,1,CCC,1.0,0.0,1.0,0.4125,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
550893,2,DDD,0.766,0.0,0.766,0.0,Markov,DDD: commonly chosen next by students with similar outcomes.
550893,3,FFF,0.1702,0.9607,0.1702,1.0,Content+Markov+CF,FFF: matches your academic profile; popular among students with similar study patterns.
551214,1,EEE,1.0,0.971,1.0,1.0,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
551214,2,FFF,0.3386,0.933,0.3386,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
551214,3,GGG,0.0079,0.992,0.0079,0.0,Content+Markov,GGG: matches your academic profile.
551397,1,EEE,1.0,0.9568,1.0,0.1631,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
551397,2,DDD,0.3543,0.8788,0.3543,0.0,Content+Markov,DDD: matches your academic profile; commonly chosen next by students with similar outcomes.
551397,3,CCC,0.0079,0.8511,0.0079,1.0,Content+Markov+CF,CCC: matches your academic profile; popular among students with similar study patterns.
551791,1,EEE,1.0,0.9831,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
551791,2,CCC,0.4458,0.0,0.4458,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
551791,3,DDD,0.4211,0.0,0.4211,0.0,Markov,DDD: commonly chosen next by students with similar outcomes.
552255,1,EEE,1.0,1.0,1.0,0.2076,Content+Markov+CF,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
552255,2,CCC,0.4458,0.0,0.4458,0.3976,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
552255,3,FFF,0.4458,0.9862,0.4458,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
553280,1,EEE,1.0,0.9888,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
553280,2,FFF,0.75,0.9584,0.75,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
553280,3,CCC,0.0357,0.0,0.0357,0.2613,Markov+CF,CCC: recommended based on available signals.
553568,1,CCC,1.0,0.0,1.0,0.0,Markov,CCC: commonly chosen next by students with similar outcomes.
553568,2,FFF,1.0,0.9238,1.0,0.0,Content+Markov,FFF: matches your academic profile; commonly chosen next by students with similar outcomes.
553568,3,DDD,0.9444,0.0,0.9444,1.0,Markov+CF,DDD: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
553719,1,EEE,1.0,0.9651,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
553719,2,FFF,0.75,0.9274,0.75,1.0,Content+Markov+CF,FFF: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
553719,3,CCC,0.0357,0.8906,0.0357,0.2578,Content+Markov+CF,CCC: matches your academic profile.
554459,1,CCC,1.0,0.8827,1.0,0.0,Content+Markov,CCC: matches your academic profile; commonly chosen next by students with similar outcomes.
554459,2,DDD,0.0228,0.8914,0.0228,1.0,Content+Markov+CF,DDD: matches your academic profile; popular among students with similar study patterns.
554459,3,FFF,0.0228,0.9201,0.0228,0.0,Content+Markov,FFF: matches your academic profile.
554470,1,EEE,1.0,1.0,1.0,0.0,Content+Markov,EEE: matches your academic profile; commonly chosen next by students with similar outcomes.
554470,2,CCC,0.4458,0.0,0.4458,0.9552,Markov+CF,CCC: commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
554470,3,DDD,0.4211,0.0,0.4211,0.0,Markov,DDD: commonly chosen next by students with similar outcomes.
554583,1,DDD,1.0,0.9108,1.0,1.0,Content+Markov+CF,DDD: matches your academic profile; commonly chosen next by students with similar outcomes; popular among students with similar study patterns.
